id,keywords
101,visual exploration visual queries visual analytics navigation multivariate data interactionline graphs braided graphs horizon graphs small multiples stacked graphs evaluation design guidelinesmultivariate data visual analytics parallel coordinates dynamic queries iterative analysis starplot small multiplesdesign study usercentered design nodelink diagrams multimodal graphs interaction qualitative evaluationtopic modelingnonnegative matrix factorizationtdistributed stochastic neighbor embeddingmagic lenstext analyticsgpuacceleration shader programming interaction highperformance visualizationgeovisualization spatial data text visualization label placementtext analyticsvisual analyticsword embeddingtext summarizationtext classificationconceptsvisual analytics correlative analysisdata sciencevisualizationvisual analyticscontextual inquirysemistructured interviewsdesign studyevaluationeconomic analysisimmersive analyticsvisual analytics portfolio mining webbased visualization casual visualization design studygraphical perceptionvisual perceptionvisual comparisoncrowdsourced evaluationcomponentsliterate computingdevelopmentexplorationdisseminationcollaborationheterogeneous devicescomputational steering visual analytics critical infrastructure homeland securitymultivalued attributes sets visualization set visualization data exploration interaction design scalabilityhuman motion visualization interactive clustering motion tracking data expert reviews user studyolfactionsmellscentolfactory displayimmersive analyticsimmersiondocument readingcontextual visualizationsvisual aidscomprehensionsummarizationgraphical perceptionvisual perceptionvisual comparisoncrowdsourced evaluationgestalt lawscommon fateanimated transitionsevaluationmotioncausality visualizationnatural language generationdatadriven storytellingtemporal dataquantitative studiesperceptual proxiesvision sciencecrowdsourced evaluationaccessibilityblind userssonificationvisualizationspatial layoutssound perception
102,visual exploration visual queries visual analytics navigation multivariate data interactionbayesian reasoning base rate fallacy probabilistic judgment euler diagrams glyphs crowdsourcingtemporal data visualization information visualization multidimensional scalingaugmented realityinformation visualizationdata physicalizationambient displaysubiquitous computinggenealogy visualization interactionvisualization interaction tabular data bertin crossing crossetsinformation visualization interaction model notational system physical visualizationcognitive biasinformation visualizationdecisionmakingdecoy effectattraction effectasymmetric dominance effectanimated transitions staggered animation visual trackingfocuscontext quantitative experiment dualscale chartsmultiscale large displays hybrid images collaboration visualizationdecision makingmultidimensional visualizationparallel coordinatesscatterplot matrixtabular visualizationevaluationinformation visualizationdata physicalizationtangible user interfacesscalabilitymulticlass scatterplotsdensity mapsaggregationdeclarative specificationvisualization grammarreplication studypersuasionchartsdata comprehensionmethodologyvisualizationgenderdiversitypublicationscientometrycollaborationvisualizationsuperpowersempowermentvisionperceptioncognitionfictionsituated visualization
103,information visualization taxonomy design space morphological analysisinformation visualization spreadsheet sensemaking world wide web information ecologies log file analysis
104,information visualization taxonomy design space morphological analysis
105,visualization text tag cloud participatory culture memory educational visualization social data analysis
109,visualization of graphs adjacency matrices nodelink representation readability evaluation
110,visualization of graphs adjacency matrices nodelink representation readability evaluationinformation visualization toolkit graphics integration
111,visualization of graphs adjacency matrices nodelink representation readability evaluation
112,volume rendering nonphotorealistic renderingillustration lighting models shading visualizationvolume rendering shading model volume modeling procedural modelinginteractive volume illustration flow visualization nonphotorealistic rendering photographic techniquesmultifield visualization visually accurate visualization weather visualization
113,volume rendering nonphotorealistic renderingillustration lighting models shading visualizationnonphotorealistic rendering volume rendering scientific visualization medical imagingprocedure generation uncertainty visualization annotation glyphsflow visualization nonphotorealistic rendering timevarying data illustrationuncertainty visualizing surface uncertainty points as display primitivestemporal visualization timedependent attributes spatial data multiattribute visualization resource allocationinformation visualization multivariate visualization distribution aggregated datacomputational geometry gauss map illumination and shading interactive visualization
116,information visualization graph drawing visualization of timeseries data data mining 
117,information visualization graph drawing visualization of timeseries data data mining 
118,automatic presentation visual analysis graphic design best practices data visualization small multiplesvisualization history undo analysis presentation evaluationuser interfaces information visualization exploratory analysis visualization recommendation mixedinitiative systems
119,automatic presentation visual analysis graphic design best practices data visualization small multiplesnetwork traffic visualization visual analysisdata integration rdf attribute inferenceinformation visualization data integration wikipedia semantic web search interfacesbanking to 45 degrees slope perception orientation resolution aspect ratio selectionaxis labeling nice numbersaspect ratio selection banking to 45 degrees orientation resolution
