author,num
I. Brewer,1292
H. Abdo,1293
J. Gundrum,1294
G. Otto,1295
Yuan Chen,1296
Jonathan Cohen,1297
Julian Krolik,1298
Çağatay Demiralp,1299
Michael S. Bernstein,1300
Soon Tee Teoh,1301
S.F. Wu,1302
Xiaoliang Zhao,1303
M. Tavanti,1304
M. Lind,1305
Lingyun Yu,1306
Pjotr Svetachov,1307
A. Shamir,1308
C. Bajaj,1309
A. Leuski,1310
J. Allan,1311
Guangfeng Ji,1312
Julien Tierny,1313
Eddie Simon,1314
Yvonne Jansen,1315
G. Erlebacher,1316
M. Yousuff Hussaini,1317
C. Garth,1318
K. Rodden,1319
W. Basalaj,1320
D. Sinclair,1321
K. Wood,1322
Juhee Bae,1323
Ben Watson,1324
Jonathan Stray,1325
Nicola Pezzotti,1326
Thomas Höllt,1327
Jan Van Gemert,1328
Boudewijn P.F. Lelieveldt,1329
Elmar Eisemann,1330
Anna Vilanova,1331
John Gerth,1332
Youn-ah Kang,1333
M. Brill,1334
H.-C. Rodrian,1335
W. Djatschin,1336
S.V. Klimenko,1337
Junwon Sung,1338
C.G. Healey,1339
J.T. Enns,1340
J. Duce,1341
J. Gallop,1342
M. Sagar,1343
J. Walton,1344
C. Stoll,1345
Beth Yost,1346
Fanny Chevalier,1347
Ravin Balakrishnan,1348
D.C. Banks,1349
B.A. Singer,1350
H. Kruger,1351
M. Menzel,1352
A. Rockwood,1353
S.M. Smith,1354
G.N. Williams,1355
J. El-Sana,1356
E. Azanli,1357
P.S. McCormick,1358
J. Inman,1359
J.P. Ahrens,1360
G. Roth,1361
R.P. Botchen,1362
J. Agutter,1363
Shaun Moon,1364
S. Foresti,1365
Jagoda Walny,1366
Paul Johns,1367
Sabrina Lin,1368
Jie Lu,1369
Ching-Yung Lin,1370
Xiting Wang,1371
Jianfei Chen,1372
Jim Zhu,1373
Baining Guo,1374
Felix Ritter,1375
Christian Hansen,1376
Volker Dicken,1377
Olaf Konrad,1378
Bernhard Preim,1379
Heinz-otto Peitgen,1380
Min-Je Choi,1381
Joanne Taery Kim,1382
Edward Choi,1383
Young Bin Kim,1384
Soonwook Kwon,1385
Jishang Wei,1386
Zeqian Shen,1387
Neel Sundaresan,1388
R.B. Haber,1389
N. Collins,1390
J. Ebling,1391
Christophe Viau,1392
Yves Chiricota,1393
Igor Jurisica,1394
Yang Wang,1395
Mira Dontcheva,1396
Matthew Hoffman,1397
Seth Walker,1398
Alan Wilson,1399
Florian Mansmann,1400
Han Krishnan,1401
Tom Tricoche,1402
Kenneth I. Joy,1403
Rosane Minghim,1404
Bernice Rogowitz,1405
Sabrina Bresciani,1406
Martin J. Eppler,1407
Kelei Cao,1408
Wei-Chao Wen,1409
L. Nyland,1410
Jianbo Peng,1411
V. Strela,1412
D. Zorin,1413
V. Pekar,1414
R. Wiemker,1415
D. Hempel,1416
Peter Rautek,1417
Charl Botha,1418
Frits Post,1419
Mikhail Smelyanskiy,1420
Victor W. Lee,1421
Anthony D. Nguyen,1422
Larry Seiler,1423
Richard Robb,1424
David Holmes,1425
Jatin Chhugani,1426
Alan Larson,1427
Douglas M. Carmean,1428
Dennis Hanson,1429
Pradeep Dubey,1430
Kurt Augustine,1431
Daehyun Kim,1432
Alan Kyker,1433
Alper Sarikaya,1434
W. Lorensen,1435
H. Cline,1436
C. Nafis,1437
R. Kikinis,1438
D. Altobelli,1439
L. Gleason,1440
C.M. Wilson,1441
K. Shi,1442
Steffen Oeltze,1443
Helmut Doleisch,1444
Philipp Muigg,1445
David Lloyd,1446
T. Urness,1447
I. Marusic,1448
E. Longmire,1449
B. Ganapathisubramani,1450
D. Akers,1451
F. Losasso,1452
J. Rick,1453
Radu Jianu,1454
Cagatay Demiralp,1455
David Laidlaw,1456
Claudio T. Silva,1457
Lane Harrison,1458
Fumeng Yang,1459
Steven Franconeri,1460
Tanya Clement,1461
Amit Kumar,1462
J.B. Salem,1463
N. Sokolovsky,1464
S. Zhang,1465
C. Demiralp,1466
D.F. Keefe,1467
M. DaSilva,1468
B.D. Greenberg,1469
P.J. Basser,1470
C. Pierpaoli,1471
E.A. Chiocca,1472
T.S. Deisboeck,1473
E. Reinhard,1474
S. Creem,1475
M. Gertz,1476
Quang Vinh Nguyen,1477
Mao Lin Huang,1478
Brian Rexroad,1479
Daniel Sheleheda,1480
T.S. Gieng,1481
G.L. Schussman,1482
O. Mallo,1483
F. Sadlo,1484
T. Barlow,1485
P. Neville,1486
T. Nocke,1487
Andrew Vande Moere,1488
Martin Tomitsch,1489
Christoph Wimmer,1490
Boesch Christoph,1491
Thomas Grechenig,1492
Won-Ki Jeong,1493
Sean McKenna,1494
Dominika Mazur,1495
James Agutter,1496
Mahima Pushkarna,1497
Tolga Bolukbasi,1498
Fernanda Viégas,1499
C. Grant,1500
B. Rabinovich,1501
C. Gotsman,1502
I.A. Sadarjoen,1503
Bing Ma,1504
H.-G. Pagendarm,1505
H.H. Hu,1506
A.A. Gooch,1507
W.B. Thompson,1508
B.E. Smits,1509
J.J. Rieser,1510
Alfred Fuller,1511
Robert Zawadzki,1512
Stacey Choi,1513
David Wiley,1514
John Werner,1515
Heike Jänicke,1516
Michael Böttinger,1517
Narges Mahyar,1518
Florian Ferstl,1519
Kai Bürger,1520
Rüdiger Westermann,1521
M. Wan,1522
Q. Tang,1523
Z. Liang,1524
M. Wax,1525
I. Bitter,1526
M. Sato,1527
M. Bender,1528
K.T. McDonnell,1529
B. Tomandl,1530
K. Eberhardt,1531
S. Tenginakai,1532
Jinho Lee,1533
Gordon L. Kindlmann,1534
Joseph Marino,1535
Krishna Chaitanya Gurijala,1536
Xianfeng Gu,1537
Arie Kaufman,1538
Kuno Kurzhals,1539
Stuart K. Card,1540
John W. Bodnar,1541
Eun Ju Nam,1542
Yiping Han,1543
Alla Zelenyuk,1544
Dan Imre,1545
Sye-Min Chan,1546
T. von Landesberger,1547
Sebastian Bremm,1548
Mária Tekušová,1549
R.R. Springmeyer,1550
M.M. Blattner,1551
N.L. Max,1552
G. Daniel,1553
R. Tam,1554
W. Heidrich,1555
M.C. Chuah,1556
Edward Clarkson,1557
Krishna Desai,1558
James Foley,1559
Hari Krishnan,1560
Kenneth Joy,1561
Markus John,1562
Andreas Müller,1563
Sukwon Lee,1564
Sung-Hee Kim,1565
W. De Leeuw,1566
R. Van Liere,1567
I. Hotz,1568
L. Feng,1569
K. Joy,1570
B. Jeremic,1571
W. Cowley,1572
Jan Sahner,1573
Calle Winskog,1574
Claes Lundstrom,1575
Tobias Hollerer,1576
JoAnn Kuchera-Morin,1577
Angus Forbes,1578
Rita Borgo,1579
Alfie Abdul-Rahman,1580
Farhan Mohamed,1581
Philip W. Grant,1582
Irene Reppa,1583
Luciano Floridi,1584
Tanja Blascheck,1585
D. Williams,1586
A. Herrmann,1587
M.A. Otaduy,1588
N. Jain,1589
A. Sud,1590
M.C. Lin,1591
D.E. Huber,1592
J. Sahner,1593
Purvi Saraiya,1594
P. Lee,1595
Andrew Mehler,1596
Yunfan Bao,1597
Xin Li,1598
Yue Wang,1599
Steven Skiena,1600
Hartmut Ziegler,1601
Marco Jenny,1602
Tino Gruse,1603
Lei Shi,1604
Xiaoxiao Lian,1605
F. Bossen,1606
M. Meissner,1607
U. Hoffmann,1608
D.A. Lawrence,1609
C.D. Lee,1610
L.Y. Pao,1611
R.Y. Novoselov,1612
A. Entezari,1613
R. Dyer,1614
M.X. Zhou,1615
S.K. Feiner,1616
Nathaniel Fout,1617
Johannes Kehrer,1618
Florian Ladstädter,1619
Andrea Steiner,1620
Peter Bak,1621
Jorg-Stefan Prassni,1622
Timo Ropinski,1623
Klaus Hinrichs,1624
Steve Haroz,1625
David Whitney,1626
Alsallakh Bilal,1627
Amin Jourabloo,1628
Mao Ye,1629
Xiaoming Liu,1630
Liu Ren,1631
Jianping Fan,1632
Daniel Hubball,1633
Yuli Gao,1634
Hangzai Luo,1635
Nazanin Kadivar,1636
Victor Chen,1637
Dustin Dunsmuir,1638
Eric Lee,1639
Cheryl Qian,1640
John Dill,1641
Christopher Shaw,1642
Robert Woodbury,1643
Zicheng Liao,1644
Yizhou Yu,1645
Halldór Janetzko,1646
Mei-Chun Hsu,1647
J.L. Helman,1648
R.D. Bergeron,1649
Y. Lavin,1650
R. Batra,1651
Jian Huang,1652
N. Shareef,1653
B. Mora,1654
J.-P. Jessel,1655
R. Caubet,1656
M. Straka,1657
M. Cervenansky,1658
A. La Cruz,1659
A. Kochl,1660
M. Sramek,1661
Weimao Ke,1662
K. Borner,1663
L. Viswanath,1664
Jianlong Zhou,1665
Masahiro Takatsuka,1666
Xi Zhu,1667
Camilla Forsell,1668
Vikram Aggarwal,1669
Tera Marie Green,1670
Brian Fisher,1671
Aaron Hoff,1672
Matthew Hurst,1673
Halld'or Janetzko,1674
Manuel Stein,1675
X. Mao,1676
Y. Hatanaka,1677
H. Higashida,1678
A. Imamiya,1679
J. Haber,1680
F. Zeilfelder,1681
O. Davydov,1682
G.H. Weber,1683
W.A. McNeely,1684
Ginette Wessel,1685
Eric Sauda,1686
Martin Luboschik,1687
Hilko Cords,1688
Amelio Vazquez,1689
Mathias Hummel,1690
Hans Hagen,1691
Samuel Huron,1692
Bilal Alsallakh,1693
Allan Hanbury,1694
Andreas Rauber,1695
Huub Van De Wetering,1696
Jarke J. Van Wijk,1697
H.-L. Cheng,1698
X. Shi,1699
Xuexiang Xie,1700
Ying He,1701
Feng Tian,1702
Hock-Soon Seah,1703
Hong Qin,1704
Yong Wan,1705
Hideo Otsuna,1706
Chi-Bin Chien,1707
Charles Hansen,1708
Sean Williams,1709
Mark Petersen,1710
Matthew Hecht,1711
James Ahrens,1712
Mario Hlawitschka,1713
Wolfgang Aigner,1714
Hannah Kim,1715
G. Varadhan,1716
S. Krishnan,1717
Y.J. Kim,1718
John Sharko,1719
Georges Grinstein,1720
Kenneth A. Marx,1721
Tobias Höllerer,1722
Haidong Chen,1723
Honghui Mei,1724
Zhiqi Liu,1725
Kun Zhou,1726
Weifeng Chen,1727
Wentao Gu,1728
Erdem Kaya,1729
Selim Balcisoy,1730
W. Lefer,1731
D. Keim,1732
M.C. Hao,1733
J. Ladisch,1734
Meichun Hsu,1735
U. Dayal,1736
Yanhua Chen,1737
Lijun Wang,1738
Ming Dong,1739
Jing Hua,1740
Paul Bendich,1741
Herbert Edelsbrunner,1742
Michael Kerber,1743
Konstantinos Efstathiou,1744
Harish Doraiswamy,1745
Theodoros Damoulas,1746
Yanhong Wu,1747
Naveen Pitipornvivat,1748
Sixiao Yang,1749
Guowei Huang,1750
Ben Eysenbach,1751
Janu Verma,1752
Kenney Ng,1753
Christopher De Filippi,1754
Walter F. Stewart,1755
Suya You,1756
K. Junyaprasert,1757
S. Muraki,1758
Zhengrong Liang,1759
L. Mroz,1760
G.-I. Bischi,1761
X. Zheng,1762
Chang-Sung Jeong,1763
L. Martucci,1764
Renaud Blanch,1765
Eric Lecolinet,1766
Yuri Ivanov,1767
Christopher Wren,1768
Alexander Sorokin,1769
Ishwinder Kaur,1770
Behzad Sajadi,1771
Maxim Lazarov,1772
M. Gopi,1773
Aditi Majumder,1774
Marc Ruiz,1775
Anton Bardera,1776
Imma Boada,1777
Steffen Hadlak,1778
Hans-Jorg Schulz,1779
Boonthanome Nouanesengsy,1780
Qi Han,1781
Eston Schweickart,1782
Wilmot Li,1783
Jovan Popovic,1784
T. Preusser,1785
J.C. Renteria,1786
K.M. Roskin,1787
E.J. Luke,1788
B. Csebfalvi,1789
L. Szirmay-Kalos,1790
S. Stegmaier,1791
U. Rist,1792
R.M. Rohrer,1793
J.L. Sibert,1794
Wolfgang Berger,1795
Emmanuel Pietriga,1796
A. Johannes Pretorius,1797
Mark-Anthony Bray,1798
Anne E. Carpenter,1799
Roy A. Ruddle,1800
Nikhil Thorat,1801
M. McCool,1802
J. Stevens,1803
R. Franke,1804
D. Cline,1805
P.K. Egbert,1806
E.E. Koutsofios,1807
S.C. North,1808
R. Truscott,1809
J.D. Brederson,1810
L.M. Hwa,1811
E. Deines,1812
J. Mohring,1813
J. Jegorovs,1814
T. Schreck,1815
Florian Lindemann,1816
Rocco Gasteiger,1817
Mathias Neugebauer,1818
Oliver Beuing,1819
Christine Nothelfer,1820
Di Yang,1821
Elke A. Rundensteiner,1822
Matthew O. Ward,1823
J. Durbin,1824
J.E. Swan,1825
B. Colbert,1826
J. Crowe,1827
R. King,1828
T. King,1829
C. Scannell,1830
Z. Wartell,1831
T. Welsh,1832
C. Johnson,1833
C. DeCoro,1834
Xiangong Ye,1835
J. Finger,1836
N. Gossett,1837
A. Patro,1838
Shiping Huang,1839
N. Mehta,1840
Christian Dick,1841
Joachim Georgii,1842
Rainer Burgkart,1843
Roy van Pelt,1844
Javier Olivan Bescos,1845
Marcel Breeuwer,1846
Rachel E. Clough,1847
Bart ter Haar Romenij,1848
Jens Kasten,1849
Jan Reininghaus,1850
Ingrid Hotz,1851
Gina Venolia,1852
Philip Fawcett,1853
Jürgen Bernard,1854
Nils Wilhelm,1855
Björn Krüger,1856
Jörn Kohlhammer,1857
Steve Kieffer,1858
Michael Wybrow,1859
D. Lamb,1860
A. Bandopadhay,1861
P. Ning,1862
R. Ingram,1863
S. Benford,1864
Il-Hong Jung,1865
P. Thomas Fletcher,1866
Ran Tao,1867
Jesus J. Caban,1868
Penny Rheingans,1869
Zi'ang Ding,1870
Anna MacKay-Brandt,1871
Stephen Correia,1872
John Allen Crow,1873
David F. Tate,1874
Zhicheng Yan,1875
Qunsheng Peng,1876
David Feng,1877
Lester Kwock,1878
Yueh Lee,1879
Russell Taylor,1880
Marcel Hlawatsch,1881
Andreas Lamprecht,1882
Thorsten Breitkreutz,1883
Philipp Zimmermann,1884
Bastian Goldlücke,1885
Michael Grossniklaus,1886
T. Bobach,1887
K. Mahrous,1888
W. Kollmann,1889
G. Lommerse,1890
F. Nossin,1891
L. Voinea,1892
Tien Nguyen,1893
Jin Zhang,1894
Ezekiel S. Bhasker,1895
Pinaki Sinha,1896
Hoi Ying Tsang,1897
Colin Swindells,1898
Hadley Wickham,1899
Dianne Cook,1900
Heike Hofmann,1901
Andreas Buja,1902
Daniel Fink,1903
Steve Kelling,1904
Christopher Wood,1905
Ismail Demir,1906
Ya-Hsin Hung,1907
Heidi Lam,1908
Youn-Ah Kang,1909
Matthew Kay,1910
Marco Hutter,1911
Matthias Zeppelzauer,1912
Dieter Fellner,1913
Michael Brooks,1914
Steven M. Drucker,1915
Ashish Kapoor,1916
Patrice Simard,1917
R.A. Cross,1918
L. Beaudoin,1919
M.-A. Parent,1920
L.C. Vroomen,1921
C. Tietjen,1922
W. Spindler,1923
H. Xie,1924
H. Qin,1925
Mike Cammarano,1926
Xin Dong,1927
Bryan Chan,1928
Jeff Klingner,1929
Justin Talbot,1930
Alon Halevey,1931
Falk Schreiber,1932
Peter Stuckey,1933
Michael Woodward,1934
Nathalie y Henr,1935
Dominic Schneider,1936
Hamish Carr,1937
Cydney B. Nielsen,1938
Shaun D. Jackman,1939
Inanç Birol,1940
Steven J.M. Jones,1941
Alexandru Telea,1942
Xin Zhao,1943
Zhengyu Su,1944
Xianfeng David Gu,1945
Jian Sun,1946
Jie Gao,1947
Feng Luo,1948
Anshul Vikram Pandey,1949
Anjali Manivannan,1950
Oded Nov,1951
Margaret Satterthwaite,1952
Georg Fuchs,1953
Jose Manuel Cordero Garcia,1954
Sharon Laskowski,1955
Theresa O'Connell,1956
Jean Scholtz,1957
Mark Whiting,1958
H. Edelsbrunner,1959
J. Harer,1960
V. Natarajan,1961
F. Enders,1962
N. Sauber,1963
D. Merhof,1964
C. Nimsky,1965
N.D. Cornea,1966
P. Min,1967
Paul Kidwell,1968
Guy Lebanon,1969
William Cleveland,1970
Katerina Vrotsou,1971
Matthew Cooper,1972
Angela DePace,1973
Philipp Leube,1974
Wolfgang Nowak,1975
Arvid Lundervold,1976
Astri Johansen Lundervold,1977
Aaditya G. Landge,1978
Joshua A. Levine,1979
Abhinav Bhatele,1980
Katherine E. Isaacs,1981
Todd Gamblin,1982
Martin Schulz,1983
Steve H. Langer,1984
Ayan Biswas,1985
Soumya Dutta,1986
Sébastien Rufiange,1987
Shamal Al-Dohuki,1988
Yingyu Wu,1989
Farah Kamw,1990
Fei Wang,1991
D.N. Kenwright,1992
G.D. Mallinson,1993
M.H. Ghavamnia,1994
X.D. Yang,1995
W.F. Garrett,1996
M.C. Whitton,1997
A. State,1998
T. Itoh,1999
Y. Yamaguchi,2000
K. Koyamada,2001
H. Loffelmann,2002
P. Crossno,2003
E. Angel,2004
E. Bouvier,2005
D. Acevedo,2006
E. Vote,2007
M.S. Joukowsky,2008
Hualin Zhou,2009
M.F. Webster,2010
Johann Kastner,2011
Raúl San José Estepar,2012
Stephen M. Smith,2013
Carl-Fredrik Westin,2014
Cheuk Yiu Ip,2015
Joseph JaJa,2016
Amir H. Meghdadi,2017
Pourang Irani,2018
Sebastian Koch,2019
Cícero A. L. Pahins,2020
Sean A. Stephens,2021
João L. D. Comba,2022
Martin Heß,2023
Philipp Weil,2024
Kay Hamacherk,2025
G.V. Bancroft,2026
F.J. Merritt,2027
T.C. Plessel,2028
P.G. Kelaita,2029
R.K. McCabe,2030
B. Hibbard,2031
D. Santek,2032
R. Minghim,2033
A.R. Forrest,2034
S. Lakare,2035
A.D. Kalvin,2036
D. Sandner,2037
A. Gillet,2038
M. Sanner,2039
D. Stoffler,2040
D. Goodsell,2041
A. Olson,2042
Wei Hong,2043
Feng Qiu,2044
Arie kaufman,2045
Debora Silver,2046
Mi Chen,2047
Ezekiel Bhasker,2048
Ray Juang,2049
Daniel Keefe,2050
Marcus Ewert,2051
Yu-Shuen Wang,2052
Ming-Te Chi,2053
Sohaib Ghani,2054
Seungyoon Lee,2055
Wenchao Wu,2056
Jiayi Xu,2057
Haipeng Zeng,2058
Yixian Zheng,2059
Bing Ni,2060
Mingxuan Yuan,2061
Hua Guo,2062
Steven R. Gomez,2063
David H. Laidlaw,2064
Jiabao Li,2065
Junyoung Choi,2066
Daniel Russell,2067
Diane Tang,2068
J.D. Mulder,2069
J. Wilhelms,2070
A. Van Gelder,2071
P. Tarantino,2072
J. Gibbs,2073
V. Popescu,2074
A. Lastra,2075
D. Aliaga,2076
M. de Oliveira Neto,2077
C.C. Law,2078
J. Temkin,2079
Yan Li,2080
Shao-Chiung Lu,2081
Shuh-Yuan Liou,2082
B. Sevenich,2083
D. Adams,2084
Marta Kersten,2085
James Stewart,2086
Niko Troje,2087
Randy Ellis,2088
Fritz Laura,2089
Christof Rezk-Salama,2090
Georg Geier,2091
Thomas Pabel,2092
Benjamin Köhler,2093
Uta Preim,2094
Matthias Gutberlet,2095
Alice Thudt,2096
Dominikus Baur,2097
Minjeong Kim,2098
Kyeongpil Kang,2099
Deokgun Park,2100
Guillaume Favelier,2101
Charles Gueunet,2102
Michael Michaux,2103
Chaoguang Lin,2104
Qiuhan Zhu,2105
Xian Teng,2106
Xidao Wen,2107
Tear Marie Green,2108
G.-P. Bonneau,2109
S. Hahmann,2110
Su Huang,2111
Rajagopalan Srinivasan,2112
Raghu Raghavan,2113
S. Johan,2114
Z. Karni,2115
A. Bogomjakov,2116
T. Rhyne,2117
M. Ward,2118
R. Strzodka,2119
C. Garbe,2120
Ove Daae Lampe,2121
Nathalie Reuter,2122
Ming-Yuen Chan,2123
Wai-Ho Mak,2124
Aaron Knoll,2125
Younis Hijazi,2126
Rolf Westerteiger,2127
Mathias Schott,2128
Guo-Xun Yuan,2129
Liang Gou,2130
Michelle Zhou,2131
Emily Wall,2132
Leslie M. Blaha,2133
Lyndsey Franklin,2134
C. Williams,2135
J. Rasure,2136
W. Hibbard,2137
C.R. Dyer,2138
B. Paul,2139
Tzi-Cker Chiueh,2140
Chuan-Kai Yang,2141
C. Chen,2142
L. Carr,2143
R. Fattal,2144
T.J. Overbye,2145
J.D. Weber,2146
A. Morrison,2147
G. Ross,2148
M. Chalmers,2149
M. Granitzer,2150
W. Kienreich,2151
V. Sabol,2152
K. Andrews,2153
W. Klieber,2154
Carr Hamish,2155
Brian Duffy,2156
Brain Denby,2157
David Sprague,2158
Fuqu Wu,2159
Wing Yan So,2160
Ralph Brecheisen,2161
Bram Platel,2162
Bart ter Haar Romeny,2163
Jan-Henrik Haunert,2164
Leon Sering,2165
Jonathan C. Roberts,2166
Chris Headleand,2167
Panagiotis D. Ritsos,2168
Dominik Jäckle,2169
Fabian Fischer,2170
Shamkant B. Navathe,2171
B. Alpern,2172
L. Carter,2173
Ming-Hoe Kiu,2174
D. Kenwright,2175
R. Haimes,2176
P. Pili,2177
A. Zorcolo,2178
M. Tuveri,2179
R. Huang,2180
P. McCormick,2181
W. Ward,2182
A.R. Sanderson,2183
R. Mackenzie,2184
R. Dougherty,2185
B. Wandell,2186
A. Huang,2187
D. Roy,2188
M. Franaszek,2189
R.M. Summers,2190
N.A. Svakhine,2191
Y. Jang,2192
K. Gaither,2193
E.H. Chi,2194
T. Tanasse,2195
Kresimir Matkovic,2196
Denis Gracanin,2197
Mario Jelovic,2198
Christian Ledergerber,2199
Madelaine Boyd,2200
Peter Macko,2201
Krzysztof Z. Gajos,2202
Margo Seltzer,2203
Gary K. L. Tam,2204
Vivek Kothari,2205
Eric Alexander,2206
Joe Kohlmann,2207
Robin Valenza,2208
Michael Witmore,2209
A.J.S. Hin,2210
T. Klein,2211
M. Strengert,2212
T. Saito,2213
H.N. Miyamura,2214
M. Yamamoto,2215
H. Saito,2216
Y. Hoshiya,2217
T. Kaseda,2218
Zhanping Liu,2219
Joe Groner,2220
Dorit Merhof,2221
Markus Sonntag,2222
Frank Enders,2223
Christopher Nimsky,2224
Peter Hastreiter,2225
Guenther Greiner,2226
Kai Buerger,2227
Kai Xu,2228
Chris Rooney,2229
Peter Passmore,2230
Dong-Han Ham,2231
Phong H. Nguyen,2232
Florian Block,2233
Michael S. Horn,2234
Brenda Caldwell Phillips,2235
Judy Diamond,2236
E. Margaret Evans,2237
Chia Shen,2238
Simon Stusak,2239
Aurélien Tabard,2240
Franziska Sauka,2241
Rohit Ashok Khot,2242
Andreas Butz,2243
Evanthia Dimara,2244
Bahador Saket,2245
Shusen Liu,2246
Jayaraman J. Thiagarajan,2247
Vivek Srikumar,2248
Bei Wang,2249
Yarden Livnat,2250
U. Adamy,2251
J. Giesen,2252
M. John,2253
T.K. Dey,2254
J. Hudson,2255
M. Hlawitschka,2256
J. Blaas,2257
C.P. Botha,2258
B. Peters,2259
F.M. Vos,2260
Luke Gosink,2261
John Anderson,2262
Wes Bethel,2263
Michael Schlemmer,2264
Manuel Heringer,2265
Florian Morr,2266
Martin Hering-Bertram,2267
Silvia Born,2268
Jan Friedrich,2269
Dirk Bartz,2270
Danielle Albers,2271
Colin Dewey,2272
Johanna Fulda,2273
Matthew Brehmel,2274
Junpeng Wang,2275
Xiaotong Liu,2276
Guang Lin,2277
Eric A. Bier,2278
R. Jordan Crouser,2279
Ashley Rye Yauilla,2280
Sara L. Su,2281
C. Michaels,2282
M. Bailey,2283
Hui Xie,2284
Jianning Wang,2285
Nan Zhang,2286
E. Frecon,2287
G. Smith,2288
Yi Wang,2289
David M. Krum,2290
Enylton M. Coelho,2291
Doug A. Bowman,2292
Veronika Solteszova,2293
Jiri Hladuvka,2294
Katja Buhler,2295
Jai Y. Yu,2296
Barry J. Dickson,2297
Haomian Wang,2298
Frederik Seiffert,2299
Sebastian Boring,2300
Markus Bögl,2301
Tim Lammarsch,2302
Alexander Rind,2303
Nina McCurdy,2304
Julie Lein,2305
Katharine Coles,2306
Siwei Fu,2307
Yalong Yang,2308
Sarah Goodwin,2309
Arjun Srinivasan,2310
John Wenskovitch,2311
Ian Crandell,2312
Naren Ramakrishnan,2313
B.G. Becker,2314
D.A. Lane,2315
M. Schulz,2316
F. Reck,2317
W. Bertelheimer,2318
Emanuele Santos,2319
Yi Gu,2320
Rahul C. Basole,2321
Trustin Clear,2322
Mengdie Hu,2323
Harshit Mehrotra,2324
Mike Sips,2325
Qing Chen,2326
Mingqian Zhao,2327
Sebastien Boyer,2328
Kalyan Veeramachaneni,2329
M. Brady,2330
K. Jung,2331
H.T. Nguyen,2332
T. Nguyen,2333
D. Schmalstieg,2334
J.S. Davidson,2335
T.S. Miller,2336
M. da Silva,2337
W.H. Warren,2338
M. Tarr,2339
J.L. Dungan,2340
G. Grigoryan,2341
Guo-Shi Li,2342
H. Buchholz,2343
Ralf Botchen,2344
Rudy Hashim,2345
Ian Thornton,2346
Jesus Caban,2347
Alark Joshi,2348
Carlos E. Scheidegger,2349
John M. Schreiner,2350
Lars Linsen,2351
Tran Van Long,2352
Paul Rosenthal,2353
Stephan Rosswog,2354
Norbert Lindow,2355
Daniel Baum,2356
Christopher Mears,2357
Louise Barrett,2358
Marcus Dostie,2359
Peter Henzi,2360
Marcos Lage,2361
Luc Wilson,2362
Heidi Werner,2363
Muchan Park,2364
Cláudio Silva,2365
Fan Du,2366
Jordan Swartz,2367
Yindalon Aphinyanaphongs,2368
D. Dooley,2369
M.F. Cohen,2370
M. Ruetten,2371
Tong-Yee Lee,2372
Chiew-Lan Tai,2373
Anna Tikhonova,2374
Jose Gustavo Paiva,2375
Laura Florian,2376
Helio Pedrini,2377
Guilherme Telles,2378
Ali Al-Awami,2379
Narayanan Kasthuri,2380
Jeff W. Lichtman,2381
Abish Malik,2382
Sherry Towers,2383
Sean McCullough,2384
Fabio Miranda,2385
Kai Zhao,2386
Bruno Gonçalves,2387
Mondrian Hsieh,2388
Hao Yang,2389
Susan E. Brennan,2390
Greg Zelinsky,2391
IV Ramakrishnan,2392
David S. Warren,2393
Patrick Hertzog,2394
Denis Lalanne,2395
Andreas Bannach,2396
James Davey,2397
Tobias Ruppert,2398
Shehzad Afzal,2399
Yafeng Lu,2400
Feng Wang,2401
R.A. Crawfis,2402
M.J. Allison,2403
W. de Leeuw,2404
J.T. Klosowski,2405
E. Grinspun,2406
Zhe Fan,2407
D. Bekins,2408
D. Brodbeck,2409
A. Lunzer,2410
P. Cotture,2411
C. Posse,2412
M. Whiting,2413
N. Cramer,2414
Anuj Shah,2415
M. Singhal,2416
A. Turner,2417
Eamonn Maguire,2418
Philippe Rocca-Serra,2419
Susanna-Assunta Sansone,2420
Jim Davies,2421
Brittany Kondo,2422
Andre Schmeiβer,2423
John Patchett,2424
Fred Hohman,2425
Haekyu Park,2426
Caleb Robinson,2427
Duen Horng Polo Chau,2428
Ming C. Hao,2429
Dominik Morent,2430
Joern Schneidewind,2431
E.M. Wenzel,2432
P.K. Stone,2433
S.S. Fisher,2434
S.H. Foster,2435
G.O. Domik,2436
B. Gutkauf,2437
Qiang Du,2438
Xiaoquiang Wang,2439
P. Kondratieva,2440
L. Berry,2441
Steven P. Callahan,2442
Louis Bavoil,2443
Maurice Termeer,2444
Javier Oliván Bescós,2445
Frans Gerritsen,2446
Thomas Rydell,2447
JohnAlexis Guerra-Gómez,2448
Michael L. Pack,2449
Zening Qu,2450
Shawn Bohn,2451
J. Lohse,2452
H. Rueter,2453
K. Biolsi,2454
N. Walker,2455
Hai Tao,2456
R.J. Moorhead,2457
J.S. Rowlan,2458
G.E. Lent,2459
N. Gokhale,2460
S. Bradshaw,2461
C.S. Ang,2462
D.C. Martin,2463
M.D. Doyle,2464
J.P. Lee,2465
G.G. Grinstein,2466
J. Freund,2467
K. Sloan,2468
R. Weber,2469
S.L. Stoev,2470
J. Allard,2471
B. Raffin,2472
C.L. Bentley,2473
S.G. Kobourov,2474
K. Wampler,2475
Chris Brunsdon,2476
Sung-eui Yoon,2477
Leslie Wu,2478
Gaël Guennebaud,2479
Moritz Bächer,2480
Theresia Gschwandtnei,2481
Paolo Federico,2482
Stephan Pajer,2483
Florian Spechtenhauser,2484
