author,id
S.M.F. Treavett,1292
M. Chen,1293
M. Bertram,1294
M.A. Duchaineau,1295
N. Hoobler,1296
M. Agrawala,1297
Bobo Nick,1298
Jorik Blaas,1299
Tarik Crnovrsanin,1300
Chris Muelder,1301
S. Muraki,1302
I.J. Trotts,1303
T. Funkhouser,1304
D. Yanovsky,1305
I. Carlbom,1306
A. Joshi,1307
M. Kreuseler,1308
N. Lopez,1309
H. Schumann,1310
I. Brewer,1311
H. Abdo,1312
J. Gundrum,1313
G. Otto,1314
Yuan Chen,1315
Jonathan Cohen,1316
Julian Krolik,1317
Çağatay Demiralp,1318
Michael S. Bernstein,1319
Jean Scholtz,1320
Soon Tee Teoh,1321
S.F. Wu,1322
Xiaoliang Zhao,1323
M. Tavanti,1324
M. Lind,1325
Lingyun Yu,1326
Pjotr Svetachov,1327
A. Shamir,1328
C. Bajaj,1329
A. Leuski,1330
J. Allan,1331
Guangfeng Ji,1332
Julien Tierny,1333
Eddie Simon,1334
Yvonne Jansen,1335
G. Erlebacher,1336
M. Yousuff Hussaini,1337
C. Garth,1338
K. Rodden,1339
W. Basalaj,1340
D. Sinclair,1341
K. Wood,1342
Juhee Bae,1343
Ben Watson,1344
Jonathan Stray,1345
Nicola Pezzotti,1346
Thomas Höllt,1347
Jan Van Gemert,1348
Boudewijn P.F. Lelieveldt,1349
Elmar Eisemann,1350
Anna Vilanova,1351
John Gerth,1352
Youn-ah Kang,1353
M. Brill,1354
H.-C. Rodrian,1355
W. Djatschin,1356
S.V. Klimenko,1357
Junwon Sung,1358
J.T. Enns,1359
J. Duce,1360
J. Gallop,1361
M. Sagar,1362
J. Walton,1363
C. Stoll,1364
Beth Yost,1365
Fanny Chevalier,1366
Ravin Balakrishnan,1367
D.C. Banks,1368
B.A. Singer,1369
H. Kruger,1370
M. Menzel,1371
A. Rockwood,1372
S.M. Smith,1373
G.N. Williams,1374
J. El-Sana,1375
E. Azanli,1376
P.S. McCormick,1377
J. Inman,1378
J.P. Ahrens,1379
G. Roth,1380
R.P. Botchen,1381
A.V. Moere,1382
J. Agutter,1383
Shaun Moon,1384
S. Foresti,1385
Jagoda Walny,1386
Paul Johns,1387
Sabrina Lin,1388
Jie Lu,1389
Ching-Yung Lin,1390
Xiting Wang,1391
Jianfei Chen,1392
Jim Zhu,1393
Baining Guo,1394
Felix Ritter,1395
Christian Hansen,1396
Volker Dicken,1397
Olaf Konrad,1398
Bernhard Preim,1399
Heinz-otto Peitgen,1400
Min-Je Choi,1401
Joanne Taery Kim,1402
Edward Choi,1403
Young Bin Kim,1404
Soonwook Kwon,1405
Jishang Wei,1406
Zeqian Shen,1407
Neel Sundaresan,1408
R.B. Haber,1409
N. Collins,1410
J. Ebling,1411
Christophe Viau,1412
Yves Chiricota,1413
Igor Jurisica,1414
Yang Wang,1415
Mira Dontcheva,1416
Matthew Hoffman,1417
Seth Walker,1418
Alan Wilson,1419
Florian Mansmann,1420
D.N. Kenwright,1421
Han Krishnan,1422
Tom Tricoche,1423
Kenneth I. Joy,1424
Rosane Minghim,1425
Bernice Rogowitz,1426
Sabrina Bresciani,1427
Martin J. Eppler,1428
Kelei Cao,1429
Wei-Chao Wen,1430
L. Nyland,1431
Jianbo Peng,1432
V. Strela,1433
D. Zorin,1434
V. Pekar,1435
R. Wiemker,1436
D. Hempel,1437
Peter Rautek,1438
Charl Botha,1439
Frits Post,1440
Mikhail Smelyanskiy,1441
Victor W. Lee,1442
Anthony D. Nguyen,1443
Larry Seiler,1444
Richard Robb,1445
David Holmes,1446
Jatin Chhugani,1447
Alan Larson,1448
Douglas M. Carmean,1449
Dennis Hanson,1450
Pradeep Dubey,1451
Kurt Augustine,1452
Daehyun Kim,1453
Alan Kyker,1454
Alper Sarikaya,1455
W. Lorensen,1456
H. Cline,1457
C. Nafis,1458
R. Kikinis,1459
D. Altobelli,1460
L. Gleason,1461
C.M. Wilson,1462
K. Shi,1463
Steffen Oeltze,1464
Helmut Doleisch,1465
Philipp Muigg,1466
David Lloyd,1467
J. Beddow,1468
T. Urness,1469
I. Marusic,1470
E. Longmire,1471
B. Ganapathisubramani,1472
D. Akers,1473
F. Losasso,1474
J. Rick,1475
Radu Jianu,1476
Cagatay Demiralp,1477
David Laidlaw,1478
Claudio T. Silva,1479
Lane Harrison,1480
Fumeng Yang,1481
Steven Franconeri,1482
Tanya Clement,1483
Amit Kumar,1484
J.B. Salem,1485
N. Sokolovsky,1486
S. Zhang,1487
C. Demiralp,1488
D.F. Keefe,1489
M. DaSilva,1490
B.D. Greenberg,1491
P.J. Basser,1492
C. Pierpaoli,1493
E.A. Chiocca,1494
T.S. Deisboeck,1495
E. Reinhard,1496
S. Creem,1497
M. Gertz,1498
Quang Vinh Nguyen,1499
Mao Lin Huang,1500
Brian Rexroad,1501
Daniel Sheleheda,1502
T.S. Gieng,1503
G.L. Schussman,1504
O. Mallo,1505
F. Sadlo,1506
T. Barlow,1507
P. Neville,1508
T. Nocke,1509
Andrew Vande Moere,1510
Martin Tomitsch,1511
Christoph Wimmer,1512
Boesch Christoph,1513
Thomas Grechenig,1514
Won-Ki Jeong,1515
Sean McKenna,1516
Dominika Mazur,1517
James Agutter,1518
Mahima Pushkarna,1519
Tolga Bolukbasi,1520
Fernanda Viégas,1521
C. Grant,1522
B. Rabinovich,1523
C. Gotsman,1524
I.A. Sadarjoen,1525
Bing Ma,1526
H.-G. Pagendarm,1527
H.H. Hu,1528
A.A. Gooch,1529
W.B. Thompson,1530
B.E. Smits,1531
J.J. Rieser,1532
Alfred Fuller,1533
Robert Zawadzki,1534
Stacey Choi,1535
David Wiley,1536
John Werner,1537
Heike Jänicke,1538
Michael Böttinger,1539
Narges Mahyar,1540
Florian Ferstl,1541
Kai Bürger,1542
Rüdiger Westermann,1543
M. Wan,1544
Q. Tang,1545
Z. Liang,1546
M. Wax,1547
I. Bitter,1548
M. Sato,1549
M. Bender,1550
K.T. McDonnell,1551
B. Tomandl,1552
K. Eberhardt,1553
S. Tenginakai,1554
Jinho Lee,1555
Gordon L. Kindlmann,1556
Joseph Marino,1557
Krishna Chaitanya Gurijala,1558
Xianfeng Gu,1559
Arie Kaufman,1560
Kuno Kurzhals,1561
Stuart K. Card,1562
John W. Bodnar,1563
Eun Ju Nam,1564
Yiping Han,1565
Alla Zelenyuk,1566
Dan Imre,1567
Sye-Min Chan,1568
T. von Landesberger,1569
Sebastian Bremm,1570
Mária Tekušová,1571
R.R. Springmeyer,1572
M.M. Blattner,1573
N.L. Max,1574
G. Daniel,1575
R. Tam,1576
W. Heidrich,1577
M.C. Chuah,1578
Edward Clarkson,1579
Krishna Desai,1580
James Foley,1581
Hari Krishnan,1582
Kenneth Joy,1583
Markus John,1584
Andreas Müller,1585
Sukwon Lee,1586
Sung-Hee Kim,1587
W. De Leeuw,1588
R. Van Liere,1589
I. Hotz,1590
L. Feng,1591
K. Joy,1592
B. Jeremic,1593
W. Cowley,1594
Jan Sahner,1595
Calle Winskog,1596
Claes Lundstrom,1597
Tobias Hollerer,1598
JoAnn Kuchera-Morin,1599
Angus Forbes,1600
Rita Borgo,1601
Alfie Abdul-Rahman,1602
Farhan Mohamed,1603
Philip W. Grant,1604
Irene Reppa,1605
Luciano Floridi,1606
Tanja Blascheck,1607
D. Williams,1608
A. Herrmann,1609
M.A. Otaduy,1610
N. Jain,1611
A. Sud,1612
M.C. Lin,1613
D.E. Huber,1614
J. Sahner,1615
Purvi Saraiya,1616
P. Lee,1617
Andrew Mehler,1618
Yunfan Bao,1619
Xin Li,1620
Yue Wang,1621
Steven Skiena,1622
Hartmut Ziegler,1623
Marco Jenny,1624
Tino Gruse,1625
Lei Shi,1626
Xiaoxiao Lian,1627
F. Bossen,1628
M. Meissner,1629
U. Hoffmann,1630
D.A. Lawrence,1631
C.D. Lee,1632
L.Y. Pao,1633
R.Y. Novoselov,1634
A. Entezari,1635
R. Dyer,1636
M.X. Zhou,1637
S.K. Feiner,1638
Nathaniel Fout,1639
Johannes Kehrer,1640
Florian Ladstädter,1641
Andrea Steiner,1642
Peter Bak,1643
Jorg-Stefan Prassni,1644
Timo Ropinski,1645
Klaus Hinrichs,1646
Steve Haroz,1647
David Whitney,1648
Alsallakh Bilal,1649
Amin Jourabloo,1650
Mao Ye,1651
Xiaoming Liu,1652
Liu Ren,1653
Jianping Fan,1654
Daniel Hubball,1655
Yuli Gao,1656
Hangzai Luo,1657
Nazanin Kadivar,1658
Victor Chen,1659
Dustin Dunsmuir,1660
Eric Lee,1661
Cheryl Qian,1662
John Dill,1663
Christopher Shaw,1664
Robert Woodbury,1665
Zicheng Liao,1666
Yizhou Yu,1667
Halldór Janetzko,1668
Mei-Chun Hsu,1669
J.L. Helman,1670
R.D. Bergeron,1671
Y. Lavin,1672
R. Batra,1673
Jian Huang,1674
N. Shareef,1675
B. Mora,1676
J.-P. Jessel,1677
R. Caubet,1678
M. Straka,1679
M. Cervenansky,1680
A. La Cruz,1681
A. Kochl,1682
M. Sramek,1683
Weimao Ke,1684
K. Borner,1685
L. Viswanath,1686
Jianlong Zhou,1687
Masahiro Takatsuka,1688
Xi Zhu,1689
Camilla Forsell,1690
Vikram Aggarwal,1691
Tera Marie Green,1692
Brian Fisher,1693
Aaron Hoff,1694
Matthew Hurst,1695
Halld'or Janetzko,1696
Manuel Stein,1697
D.A. Lane,1698
X. Mao,1699
Y. Hatanaka,1700
H. Higashida,1701
A. Imamiya,1702
J. Haber,1703
F. Zeilfelder,1704
O. Davydov,1705
G.H. Weber,1706
W.A. McNeely,1707
Ginette Wessel,1708
Eric Sauda,1709
Martin Luboschik,1710
Hilko Cords,1711
Amelio Vazquez,1712
Mathias Hummel,1713
Hans Hagen,1714
Samuel Huron,1715
Bilal Alsallakh,1716
Allan Hanbury,1717
Andreas Rauber,1718
Huub Van De Wetering,1719
Jarke J. Van Wijk,1720
H.-L. Cheng,1721
X. Shi,1722
Xuexiang Xie,1723
Ying He,1724
Feng Tian,1725
Hock-Soon Seah,1726
Hong Qin,1727
Yong Wan,1728
Hideo Otsuna,1729
Chi-Bin Chien,1730
Charles Hansen,1731
Sean Williams,1732
Mark Petersen,1733
Matthew Hecht,1734
James Ahrens,1735
Mario Hlawitschka,1736
Wolfgang Aigner,1737
Hannah Kim,1738
G. Varadhan,1739
S. Krishnan,1740
Y.J. Kim,1741
John Sharko,1742
Georges Grinstein,1743
Kenneth A. Marx,1744
Tobias Höllerer,1745
Haidong Chen,1746
Honghui Mei,1747
Zhiqi Liu,1748
Kun Zhou,1749
Weifeng Chen,1750
Wentao Gu,1751
Erdem Kaya,1752
Selim Balcisoy,1753
W. Lefer,1754
D. Keim,1755
M.C. Hao,1756
J. Ladisch,1757
Meichun Hsu,1758
U. Dayal,1759
Yanhua Chen,1760
Lijun Wang,1761
Ming Dong,1762
Jing Hua,1763
Paul Bendich,1764
Herbert Edelsbrunner,1765
Michael Kerber,1766
Konstantinos Efstathiou,1767
Harish Doraiswamy,1768
Theodoros Damoulas,1769
Yanhong Wu,1770
Naveen Pitipornvivat,1771
Sixiao Yang,1772
Guowei Huang,1773
Ben Eysenbach,1774
Janu Verma,1775
Kenney Ng,1776
Christopher De Filippi,1777
Walter F. Stewart,1778
S.V. Matveyev,1779
Suya You,1780
K. Junyaprasert,1781
Zhengrong Liang,1782
L. Mroz,1783
G.-I. Bischi,1784
X. Zheng,1785
Chang-Sung Jeong,1786
L. Martucci,1787
Renaud Blanch,1788
Eric Lecolinet,1789
Yuri Ivanov,1790
Christopher Wren,1791
Alexander Sorokin,1792
Ishwinder Kaur,1793
Behzad Sajadi,1794
Maxim Lazarov,1795
M. Gopi,1796
Aditi Majumder,1797
Marc Ruiz,1798
Anton Bardera,1799
Imma Boada,1800
Steffen Hadlak,1801
Hans-Jorg Schulz,1802
Boonthanome Nouanesengsy,1803
Qi Han,1804
Eston Schweickart,1805
Wilmot Li,1806
Jovan Popovic,1807
T. Preusser,1808
J.C. Renteria,1809
K.M. Roskin,1810
E.J. Luke,1811
B. Csebfalvi,1812
L. Szirmay-Kalos,1813
S. Stegmaier,1814
U. Rist,1815
R.M. Rohrer,1816
J.L. Sibert,1817
Wolfgang Berger,1818
Emmanuel Pietriga,1819
A. Johannes Pretorius,1820
Mark-Anthony Bray,1821
Anne E. Carpenter,1822
Roy A. Ruddle,1823
Nikhil Thorat,1824
M. McCool,1825
J. Stevens,1826
R. Franke,1827
D. Cline,1828
P.K. Egbert,1829
E.E. Koutsofios,1830
S.C. North,1831
R. Truscott,1832
J.D. Brederson,1833
L.M. Hwa,1834
E. Deines,1835
J. Mohring,1836
J. Jegorovs,1837
T. Schreck,1838
Florian Lindemann,1839
Rocco Gasteiger,1840
Mathias Neugebauer,1841
Oliver Beuing,1842
Christine Nothelfer,1843
Di Yang,1844
Elke A. Rundensteiner,1845
Matthew O. Ward,1846
J. Durbin,1847
J.E. Swan,1848
B. Colbert,1849
J. Crowe,1850
R. King,1851
T. King,1852
C. Scannell,1853
Z. Wartell,1854
T. Welsh,1855
C. Johnson,1856
C. DeCoro,1857
Xiangong Ye,1858
J. Finger,1859
N. Gossett,1860
A. Patro,1861
Shiping Huang,1862
N. Mehta,1863
Christian Dick,1864
Joachim Georgii,1865
Rainer Burgkart,1866
Roy van Pelt,1867
Javier Olivan Bescos,1868
Marcel Breeuwer,1869
Rachel E. Clough,1870
Bart ter Haar Romenij,1871
Jens Kasten,1872
Jan Reininghaus,1873
Ingrid Hotz,1874
Gina Venolia,1875
Philip Fawcett,1876
Jürgen Bernard,1877
Nils Wilhelm,1878
Björn Krüger,1879
Jörn Kohlhammer,1880
Steve Kieffer,1881
Michael Wybrow,1882
Eser Kandogan,1883
D. Lamb,1884
A. Bandopadhay,1885
P. Ning,1886
R. Ingram,1887
S. Benford,1888
Il-Hong Jung,1889
P. Thomas Fletcher,1890
Ran Tao,1891
Jesus J. Caban,1892
Penny Rheingans,1893
Zi'ang Ding,1894
Anna MacKay-Brandt,1895
Stephen Correia,1896
John Allen Crow,1897
David F. Tate,1898
Zhicheng Yan,1899
Qunsheng Peng,1900
David Feng,1901
Lester Kwock,1902
Yueh Lee,1903
Russell Taylor,1904
Marcel Hlawatsch,1905
Andreas Lamprecht,1906
Thorsten Breitkreutz,1907
Philipp Zimmermann,1908
Bastian Goldlücke,1909
Michael Grossniklaus,1910
T. Bobach,1911
K. Mahrous,1912
W. Kollmann,1913
G. Lommerse,1914
F. Nossin,1915
L. Voinea,1916
Tien Nguyen,1917
Jin Zhang,1918
Ezekiel S. Bhasker,1919
Pinaki Sinha,1920
Hoi Ying Tsang,1921
Colin Swindells,1922
Hadley Wickham,1923
Dianne Cook,1924
Heike Hofmann,1925
Andreas Buja,1926
Daniel Fink,1927
Steve Kelling,1928
Christopher Wood,1929
Ismail Demir,1930
Ya-Hsin Hung,1931
Youn-Ah Kang,1932
Matthew Kay,1933
Marco Hutter,1934
Matthias Zeppelzauer,1935
Dieter Fellner,1936
Michael Brooks,1937
Steven M. Drucker,1938
Ashish Kapoor,1939
Patrice Simard,1940
R.A. Cross,1941
L. Beaudoin,1942
M.-A. Parent,1943
L.C. Vroomen,1944
C. Tietjen,1945
W. Spindler,1946
H. Xie,1947
H. Qin,1948
Mike Cammarano,1949
Xin Dong,1950
Bryan Chan,1951
Jeff Klingner,1952
Justin Talbot,1953
Alon Halevey,1954
Falk Schreiber,1955
Peter Stuckey,1956
Michael Woodward,1957
Nathalie y Henr,1958
Dominic Schneider,1959
Hamish Carr,1960
Cydney B. Nielsen,1961
Shaun D. Jackman,1962
Inanç Birol,1963
Steven J.M. Jones,1964
Alexandru Telea,1965
Xin Zhao,1966
Zhengyu Su,1967
Xianfeng David Gu,1968
Jian Sun,1969
Jie Gao,1970
Feng Luo,1971
Anshul Vikram Pandey,1972
Anjali Manivannan,1973
Oded Nov,1974
Margaret Satterthwaite,1975
Georg Fuchs,1976
Jose Manuel Cordero Garcia,1977
Sharon Laskowski,1978
Theresa O'Connell,1979
Mark Whiting,1980
H. Edelsbrunner,1981
J. Harer,1982
V. Natarajan,1983
F. Enders,1984
N. Sauber,1985
D. Merhof,1986
C. Nimsky,1987
N.D. Cornea,1988
P. Min,1989
Paul Kidwell,1990
Guy Lebanon,1991
William Cleveland,1992
Katerina Vrotsou,1993
Matthew Cooper,1994
Angela DePace,1995
Philipp Leube,1996
Wolfgang Nowak,1997
Arvid Lundervold,1998
Astri Johansen Lundervold,1999
Aaditya G. Landge,2000
Joshua A. Levine,2001
Abhinav Bhatele,2002
Katherine E. Isaacs,2003
Todd Gamblin,2004
Martin Schulz,2005
Steve H. Langer,2006
Ayan Biswas,2007
Soumya Dutta,2008
Sébastien Rufiange,2009
Shamal Al-Dohuki,2010
Yingyu Wu,2011
Farah Kamw,2012
Fei Wang,2013
G.D. Mallinson,2014
M.H. Ghavamnia,2015
X.D. Yang,2016
W.F. Garrett,2017
M.C. Whitton,2018
A. State,2019
T. Itoh,2020
Y. Yamaguchi,2021
K. Koyamada,2022
H. Loffelmann,2023
P. Crossno,2024
E. Angel,2025
E. Bouvier,2026
D. Acevedo,2027
E. Vote,2028
M.S. Joukowsky,2029
Hualin Zhou,2030
M.F. Webster,2031
A.J. Stewart,2032
Johann Kastner,2033
Raúl San José Estepar,2034
Stephen M. Smith,2035
Carl-Fredrik Westin,2036
Cheuk Yiu Ip,2037
Joseph JaJa,2038
Amir H. Meghdadi,2039
Pourang Irani,2040
Sebastian Koch,2041
Cícero A. L. Pahins,2042
Sean A. Stephens,2043
João L. D. Comba,2044
Martin Heß,2045
Philipp Weil,2046
Kay Hamacherk,2047
G.V. Bancroft,2048
F.J. Merritt,2049
T.C. Plessel,2050
P.G. Kelaita,2051
R.K. McCabe,2052
B. Hibbard,2053
D. Santek,2054
R. Minghim,2055
A.R. Forrest,2056
S. Lakare,2057
A.D. Kalvin,2058
D. Sandner,2059
A. Gillet,2060
M. Sanner,2061
D. Stoffler,2062
D. Goodsell,2063
A. Olson,2064
Wei Hong,2065
Feng Qiu,2066
Arie kaufman,2067
Debora Silver,2068
Mi Chen,2069
Ezekiel Bhasker,2070
Ray Juang,2071
Daniel Keefe,2072
Marcus Ewert,2073
Yu-Shuen Wang,2074
Ming-Te Chi,2075
Sohaib Ghani,2076
Seungyoon Lee,2077
Wenchao Wu,2078
Jiayi Xu,2079
Haipeng Zeng,2080
Yixian Zheng,2081
Bing Ni,2082
Mingxuan Yuan,2083
Hua Guo,2084
Steven R. Gomez,2085
David H. Laidlaw,2086
Jiabao Li,2087
Junyoung Choi,2088
Daniel Russell,2089
Diane Tang,2090
J.D. Mulder,2091
J. Wilhelms,2092
A. Van Gelder,2093
P. Tarantino,2094
J. Gibbs,2095
V. Popescu,2096
A. Lastra,2097
D. Aliaga,2098
M. de Oliveira Neto,2099
C.C. Law,2100
J. Temkin,2101
Yan Li,2102
Shao-Chiung Lu,2103
Shuh-Yuan Liou,2104
B. Sevenich,2105
D. Adams,2106
Marta Kersten,2107
James Stewart,2108
Niko Troje,2109
Randy Ellis,2110
Fritz Laura,2111
Christof Rezk-Salama,2112
Georg Geier,2113
Thomas Pabel,2114
Benjamin Köhler,2115
Uta Preim,2116
Matthias Gutberlet,2117
Alice Thudt,2118
Dominikus Baur,2119
Minjeong Kim,2120
Kyeongpil Kang,2121
Deokgun Park,2122
Guillaume Favelier,2123
Charles Gueunet,2124
Michael Michaux,2125
Chaoguang Lin,2126
Qiuhan Zhu,2127
Xian Teng,2128
Xidao Wen,2129
Tear Marie Green,2130
G.-P. Bonneau,2131
S. Hahmann,2132
Su Huang,2133
Rajagopalan Srinivasan,2134
Raghu Raghavan,2135
S. Johan,2136
Z. Karni,2137
A. Bogomjakov,2138
T. Rhyne,2139
M. Ward,2140
R. Strzodka,2141
C. Garbe,2142
Ove Daae Lampe,2143
Nathalie Reuter,2144
Ming-Yuen Chan,2145
Wai-Ho Mak,2146
Aaron Knoll,2147
Younis Hijazi,2148
Rolf Westerteiger,2149
Mathias Schott,2150
Guo-Xun Yuan,2151
Liang Gou,2152
Michelle Zhou,2153
Emily Wall,2154
Leslie M. Blaha,2155
Lyndsey Franklin,2156
C. Williams,2157
J. Rasure,2158
W. Hibbard,2159
C.R. Dyer,2160
B. Paul,2161
Tzi-Cker Chiueh,2162
Chuan-Kai Yang,2163
C. Chen,2164
L. Carr,2165
R. Fattal,2166
T.J. Overbye,2167
J.D. Weber,2168
A. Morrison,2169
G. Ross,2170
M. Granitzer,2171
W. Kienreich,2172
V. Sabol,2173
W. Klieber,2174
Carr Hamish,2175
Brian Duffy,2176
Brain Denby,2177
David Sprague,2178
Fuqu Wu,2179
Wing Yan So,2180
Ralph Brecheisen,2181
Bram Platel,2182
Bart ter Haar Romeny,2183
Jan-Henrik Haunert,2184
Leon Sering,2185
Jonathan C. Roberts,2186
Chris Headleand,2187
Panagiotis D. Ritsos,2188
Dominik Jäckle,2189
Fabian Fischer,2190
Shamkant B. Navathe,2191
B. Alpern,2192
L. Carter,2193
Ming-Hoe Kiu,2194
D. Kenwright,2195
R. Haimes,2196
P. Pili,2197
A. Zorcolo,2198
M. Tuveri,2199
R. Huang,2200
P. McCormick,2201
W. Ward,2202
A.R. Sanderson,2203
R. Mackenzie,2204
R. Dougherty,2205
B. Wandell,2206
A. Huang,2207
D. Roy,2208
M. Franaszek,2209
R.M. Summers,2210
N.A. Svakhine,2211
Y. Jang,2212
K. Gaither,2213
T. Tanasse,2214
Kresimir Matkovic,2215
Denis Gracanin,2216
Mario Jelovic,2217
Christian Ledergerber,2218
Madelaine Boyd,2219
Peter Macko,2220
Krzysztof Z. Gajos,2221
Margo Seltzer,2222
Gary K. L. Tam,2223
Vivek Kothari,2224
Eric Alexander,2225
Joe Kohlmann,2226
Robin Valenza,2227
Michael Witmore,2228
A.J.S. Hin,2229
T. Klein,2230
M. Strengert,2231
T. Saito,2232
H.N. Miyamura,2233
M. Yamamoto,2234
H. Saito,2235
Y. Hoshiya,2236
T. Kaseda,2237
Zhanping Liu,2238
Joe Groner,2239
Dorit Merhof,2240
Markus Sonntag,2241
Frank Enders,2242
Christopher Nimsky,2243
Peter Hastreiter,2244
Guenther Greiner,2245
Kai Buerger,2246
Kai Xu,2247
Chris Rooney,2248
Peter Passmore,2249
Dong-Han Ham,2250
Phong H. Nguyen,2251
Florian Block,2252
Michael S. Horn,2253
Brenda Caldwell Phillips,2254
Judy Diamond,2255
E. Margaret Evans,2256
Chia Shen,2257
Simon Stusak,2258
Aurélien Tabard,2259
Franziska Sauka,2260
Rohit Ashok Khot,2261
Andreas Butz,2262
Evanthia Dimara,2263
Bahador Saket,2264
Shusen Liu,2265
Jayaraman J. Thiagarajan,2266
Vivek Srikumar,2267
Bei Wang,2268
Yarden Livnat,2269
W. Krueger,2270
U. Adamy,2271
J. Giesen,2272
M. John,2273
T.K. Dey,2274
J. Hudson,2275
M. Hlawitschka,2276
J. Blaas,2277
C.P. Botha,2278
B. Peters,2279
F.M. Vos,2280
Luke Gosink,2281
John Anderson,2282
Wes Bethel,2283
Michael Schlemmer,2284
Manuel Heringer,2285
Florian Morr,2286
Martin Hering-Bertram,2287
Silvia Born,2288
Jan Friedrich,2289
Dirk Bartz,2290
Danielle Albers,2291
Colin Dewey,2292
Johanna Fulda,2293
Matthew Brehmel,2294
Junpeng Wang,2295
Xiaotong Liu,2296
Guang Lin,2297
Eric A. Bier,2298
R. Jordan Crouser,2299
Ashley Rye Yauilla,2300
Sara L. Su,2301
C. Michaels,2302
M. Bailey,2303
Hui Xie,2304
Jianning Wang,2305
Nan Zhang,2306
E. Frecon,2307
G. Smith,2308
Yi Wang,2309
David M. Krum,2310
Enylton M. Coelho,2311
Doug A. Bowman,2312
Veronika Solteszova,2313
Jiri Hladuvka,2314
Katja Buhler,2315
Jai Y. Yu,2316
Barry J. Dickson,2317
Haomian Wang,2318
Frederik Seiffert,2319
Sebastian Boring,2320
Markus Bögl,2321
Tim Lammarsch,2322
Alexander Rind,2323
Nina McCurdy,2324
Julie Lein,2325
Katharine Coles,2326
Siwei Fu,2327
Yalong Yang,2328
Sarah Goodwin,2329
Arjun Srinivasan,2330
John Wenskovitch,2331
Ian Crandell,2332
Naren Ramakrishnan,2333
B.G. Becker,2334
M. Schulz,2335
F. Reck,2336
W. Bertelheimer,2337
Emanuele Santos,2338
Yi Gu,2339
Rahul C. Basole,2340
Trustin Clear,2341
Mengdie Hu,2342
Harshit Mehrotra,2343
Mike Sips,2344
Qing Chen,2345
Mingqian Zhao,2346
Sebastien Boyer,2347
Kalyan Veeramachaneni,2348
R.S. Gallagher,2349
N.D. Gershon,2350
M. Brady,2351
K. Jung,2352
H.T. Nguyen,2353
T. Nguyen,2354
D. Schmalstieg,2355
J.S. Davidson,2356
T.S. Miller,2357
M. da Silva,2358
W.H. Warren,2359
M. Tarr,2360
J.L. Dungan,2361
G. Grigoryan,2362
Guo-Shi Li,2363
H. Buchholz,2364
Ralf Botchen,2365
Rudy Hashim,2366
Ian Thornton,2367
Jesus Caban,2368
Alark Joshi,2369
Carlos E. Scheidegger,2370
John M. Schreiner,2371
Lars Linsen,2372
Tran Van Long,2373
Paul Rosenthal,2374
Stephan Rosswog,2375
Norbert Lindow,2376
Daniel Baum,2377
Christopher Mears,2378
Louise Barrett,2379
Marcus Dostie,2380
Peter Henzi,2381
Marcos Lage,2382
Luc Wilson,2383
Heidi Werner,2384
Muchan Park,2385
Cláudio Silva,2386
Fan Du,2387
Jordan Swartz,2388
Yindalon Aphinyanaphongs,2389
D. Dooley,2390
M.F. Cohen,2391
M. Ruetten,2392
Tong-Yee Lee,2393
Chiew-Lan Tai,2394
Anna Tikhonova,2395
Jose Gustavo Paiva,2396
Laura Florian,2397
Helio Pedrini,2398
Guilherme Telles,2399
Ali Al-Awami,2400
Narayanan Kasthuri,2401
Jeff W. Lichtman,2402
Abish Malik,2403
Sherry Towers,2404
Sean McCullough,2405
Fabio Miranda,2406
Kai Zhao,2407
Bruno Gonçalves,2408
Mondrian Hsieh,2409
Danielle Albers Szafir,2410
Hao Yang,2411
Susan E. Brennan,2412
Greg Zelinsky,2413
IV Ramakrishnan,2414
David S. Warren,2415
Patrick Hertzog,2416
Denis Lalanne,2417
Andreas Bannach,2418
James Davey,2419
Tobias Ruppert,2420
Shehzad Afzal,2421
Yafeng Lu,2422
Feng Wang,2423
R.A. Crawfis,2424
M.J. Allison,2425
W. de Leeuw,2426
J.T. Klosowski,2427
E. Grinspun,2428
Zhe Fan,2429
D. Bekins,2430
D. Brodbeck,2431
A. Lunzer,2432
P. Cotture,2433
R. Brath,2434
C. Posse,2435
M. Whiting,2436
N. Cramer,2437
Anuj Shah,2438
M. Singhal,2439
A. Turner,2440
Eamonn Maguire,2441
Philippe Rocca-Serra,2442
Susanna-Assunta Sansone,2443
Jim Davies,2444
Brittany Kondo,2445
Andre Schmeiβer,2446
John Patchett,2447
Fred Hohman,2448
Haekyu Park,2449
Caleb Robinson,2450
Duen Horng Polo Chau,2451
Ming C. Hao,2452
Dominik Morent,2453
Joern Schneidewind,2454
E.M. Wenzel,2455
P.K. Stone,2456
S.S. Fisher,2457
S.H. Foster,2458
G.O. Domik,2459
B. Gutkauf,2460
Qiang Du,2461
Xiaoquiang Wang,2462
P. Kondratieva,2463
L. Berry,2464
Steven P. Callahan,2465
Louis Bavoil,2466
Maurice Termeer,2467
Javier Oliván Bescós,2468
Frans Gerritsen,2469
Thomas Rydell,2470
Bernhard Jenny,2471
JohnAlexis Guerra-Gómez,2472
Michael L. Pack,2473
Zening Qu,2474
Shawn Bohn,2475
J. Lohse,2476
H. Rueter,2477
K. Biolsi,2478
N. Walker,2479
Hai Tao,2480
R.J. Moorhead,2481
J.S. Rowlan,2482
G.E. Lent,2483
N. Gokhale,2484
